cik,zip,state,city
1521847,77002,TX,HOUSTON
1521945,10016,NY,NEW YORK
1521951,53719,WI,MADISON
1521971,10281,NY,NEW YORK
1522540,94612,CA,OAKLAND
1522699,60606,IL,CHICAGO
1522807,10281,NY,NEW YORK
1522860,92008,CA,CARLSBAD
1523289,59715,MT,BOZEMAN
1523526,10017,NY,NEW YORK
1524025,92618,CA,IRVINE
1524115,10017,NY,NEW YORK
1524223,14450,NY,FAIRPORT
1524348,75201,TX,DALLAS
1524358,32836,FL,ORLANDO
1524471,22102,VA,MCLEAN
1524472,20003,DC,WASHINGTON
1524692,46802,IN,FORT WAYNE
1525201,33602,FL,TAMPA
1525221,77042,TX,HOUSTON
1525759,19112,PA,PHILADELPHIA
1525769,75220,TX,DALLAS
1525773,L-1246,N4,Luxembourg
1526113,10019,NY,NEW YORK
1526119,02494,MA,NEEDHAM
1526160,02451,MA,WALTHAM
1526243,83702,ID,BOISE
1526329,66211,KS,OVERLAND PARK
1526520,02494,MA,NEEDHAM
1526697,10019,NY,NEW YORK
1526787,02199,MA,BOSTON
1526796,77042,TX,HOUSTON
1527166,20004,DC,WASHINGTON
1527349,10019,NY,NEW YORK
1527469,50266,IA,WEST DES MOINES
1527508,60045,IL,LAKE FOREST
1527590,10020,NY,NEW YORK
1527599,01890,MA,WINCHESTER
1527753,94555,CA,FREMONT
1527972,92618,CA,IRVINE
1528115,94005,CA,BRISBANE
1528129,74120,OK,TULSA
1528287,94043,CA,MOUNTAIN VIEW
1528393,77010,TX,HOUSTON
1528396,94403,CA,SAN MATEO
1528557,02452,MA,WALTHAM
1528558,10036,NY,NEW YORK
1528811,01301,MA,GREENFIELD
1528837,77002,TX,HOUSTON
1528849,94925,CA,CORTE MADERA
1528930,43015,OH,DELAWARE
1528985,60523,IL,OAK BROOK
1529274,75024,TX,PLANO
1529377,10167,NY,NEW YORK
1529864,60604,IL,CHICAGO
1529979,10022,NY,NEW YORK
1530721,W1T 4EZ,X0,LONDON
1530804,06901,CT,STAMFORD
1530950,63144,MO,ST. LOUIS
1530979,90094,CA,LOS ANGELES
1531134,60603,IL,CHICAGO
1531152,01752,MA,MARLBOROUGH
1531177,94025,CA,MENLO PARK
1531978,80112,CO,ENGLEWOOD
1532063,63121,MO,ST. LOUIS
1532286,77019,TX,HOUSTON
1532747,48951,MI,LANSING
1532930,73116,OK,OKLAHOMA CITY
1532961,33021,FL,HOLLYWOOD
1533526,60173,IL,SCHAUMBURG
1533615,20814,MD,BETHESDA
1533924,77002,TX,HOUSTON
1533932,45249,OH,SYMMES TOWNSHIP
1533998,10019,NY,NEW YORK
1534120,19087,PA,WAYNE
1534133,92037,CA,LA JOLLA
1534254,10017,NY,NEW YORK
1534287,55447-5476,MN,PLYMOUTH
1534293,77027,TX,HOUSTON
1534504,07054,NJ,PARSIPPANY
1534643,10018,NY,NEW YORK
1534675,33142,FL,MIAMI
1534701,77042,TX,HOUSTON
1534880,07102,NJ,NEWARK
1534881,90025,CA,LOS ANGELES
1534969,84109,UT,SALT LAKE CITY
1534992,75254,TX,DALLAS
1535174,77027,TX,HOUSTON
1535379,94306,CA,PALO ALTO
1535527,78701,TX,AUSTIN
1535538,94403-1906,CA,SAN MATEO
1535929,10166,NY,NEW YORK
1535955,84108,X1,SALT LAKE CITY
1536035,53202,WI,MILWAUKEE
1536256,10018,NY,NEW YORK
1537028,77070,TX,HOUSTON
1537054,80021,CO,BROOMFIELD
1537140,45246,OH,CINCINNATI
1537395,60187,IL,WHEATON
1537667,02458,MA,NEWTON
1537951,70809,X1,BATON ROUGE
1538210,20878,MD,GAITHERSBURG
1538307,98004,WA,BELLEVUE
1538716,94402,CA,SAN MATEO
1538927,02472,MA,WATERTOWN
1538990,85255,AZ,SCOTTSDALE
1539029,30005,GA,ALPHARETTA
1539337,60606,IL,CHICAGO
1540184,94105,CA,SAN FRANCISCO
1540400,94404,CA,FOSTER CITY
1540755,94105,CA,SAN FRANCISCO
1541133,02110,MA,BOSTON
1541157,33602,FL,TAMPA
1541401,10120,NY,NEW YORK
1542447,10022,NY,NEW YORK
1543151,94158,CA,SAN FRANCISCO
1543188,10001,NY,NEW YORK
1543418,V6C 3B8,A1,VANCOUVER
1543916,94105,CA,SAN FRANCISCO
1544116,60606,IL,CHICAGO
1544206,10017,NY,NEW YORK
1544227,94005,CA,BRISBANE
1544229,20151,VA,CHANTILLY
1544522,94403,CA,SAN MATEO
1545158,60093,IL,NORTHFIELD
1545391,6330,V8,CHAM
1545654,96801,HI,HONOLULU
1546381,20910,MD,SILVER SPRING
1546417,33607,FL,TAMPA
1546429,10154,NY,NEW YORK
1546585,06155,CT,HARTFORD
1546640,33431,FL,BOCA RATON
1547011,90071,CA,LOS ANGELES
1547063,10019,NY,NEW YORK
1547158,66211,KS,OVERLAND PARK
1547282,33133,FL,MIAMI
1547341,10018,NY,NEW YORK
1547459,80228,CO,LAKEWOOD
1547546,10169,NY,NEW YORK
1547576,10017,NY,NEW YORK
1547994,60606,IL,CHICAGO
1548717,10036,NY,NEW YORK
1548981,85254,AZ,SCOTTSDALE
1549346,10118,NY,NEW YORK
1549548,60187,IL,WHEATON
1549595,94005,CA,BRISBANE
1549756,77002,TX,Houston
1549848,77056,TX,Houston
1549872,01880,MA,WAKEFIELD
1549922,77002,TX,HOUSTON
1549966,10019,NY,NEW YORK
1550695,33324,FL,PLANTATION
1551040,01301,MA,GREENFIELD
1551152,60064,IL,NORTH CHICAGO
1551182,DUBLIN 4,L2,DUBLIN
1551306,10018,NY,NEW YORK
1551431,02199,MA,BOSTON
1551693,92612,CA,IRVINE
1551895,94403-1906,CA,SAN MATEO
1551901,77027,TX,HOUSTON
1551950,02210,MA,BOSTON
1552033,60661,IL,CHICAGO
1552451,94005,CA,BRISBANE
1552740,60187,IL,WHEATON
1552800,55441,MN,PLYMOUTH
1552890,32963,FL,VERO BEACH
1552947,45246,OH,CINCINNATI
1553023,75201,TX,DALLAS
1553588,10010,NY,NEW YORK
1554495,94104,CA,SAN FRANCISCO
1554496,94104,CA,SAN FRANCISCO
1554625,10016,NY,NEW YORK
1554697,07102,NJ,NEWARK
1555039,28209,NC,CHARLOTTE
1555074,00820,VI,CHRISTIANSTED
1555279,01803,MA,BURLINGTON
1555280,07054,NJ,PARSIPPANY
1555365,80202,CO,DENVER
1556263,02140,MA,CAMBRIDGE
1556336,06897,CT,WILTON
1556593,10003,NY,New York
1556739,76051,TX,GRAPEVINE
1557127,94107,CA,SAN FRANCISCO
1557156,10282,NY,NEW YORK
1557255,M4W 2L2,A6,TORONTO
1557265,10005,NY,NEW YORK
1557421,92121,CA,SAN DIEGO
1557424,94028,CA,PORTOLA VALLEY
1557746,19087,PA,WAYNE
1557883,94025,CA,MENLO PARK
1557915,60606,IL,CHICAGO
1558235,10001,NY,New York
1558441,80202,CO,DENVER
1558583,97402,OR,EUGENE
1558629,10019,NY,NEW YORK
1559053,D02 VK60,L2,DUBLIN 2
1559720,94103,CA,SAN FRANCISCO
1559865,00926,PR,RIO PIEDRAS
1559909,10022,NY,New York
1559991,91101,CA,PASADENA
1560050,80112-3924,CO,CENTENNIAL
1560241,27709,NC,RESEARCH TRIANGLE PARK
1560258,07866,NJ,ROCKAWAY
1560327,02114,MA,BOSTON
1560385,80112,CO,ENGLEWOOD
1560672,06870,CT,OLD GREENWICH
1560916,10019,NY,NEW YORK
1561032,10022,NY,NEW YORK
1561387,33618,FL,TAMPA
1561528,10022,NY,NEW YORK
1561550,10018,NY,NEW YORK
1561660,94111,CA,SAN FRANCISCO
1561679,10016,NY,NEW YORK
1561680,89451,NV,INCLINE VILLAGE
1561894,21401,MD,ANNAPOLIS
1561921,19355,PA,MALVERN
1562039,78259,TX,SAN ANTONIO
1562088,15206,PA,PITTSBURGH
1562214,07701-1106,NJ,RED BANK
1562401,89119,NV,LAS VEGAS
1562476,85251,AZ,SCOTTSDALE
1562528,10010,NY,NEW YORK
1562594,07030,NJ,HOBOKEN
1562834,10281,NY,NEW YORK
1563190,10011,NY,NEW YORK
1563407,90040,CA,COMMERCE
1563577,19355,PA,MALVERN
1563665,01746,MA,HOLLISTON
1563696,02109,MA,BOSTON
1563699,48076,MI,SOUTHFIELD
1563855,92037,CA,LA JOLLA
1563880,06510,CT,NEW HAVEN
1563922,10169,NY,NEW YORK
1564216,10017,NY,NEW YORK
1564406,60603,IL,CHICAGO
1564584,60606,IL,CHICAGO
1564708,10036,NY,NEW YORK
1564822,07054,NJ,PARSIPPANY
1564824,92121,CA,SAN DIEGO
1564902,32821,FL,ORLANDO
1565337,60015,IL,DEERFIELD
1565381,10289,NY,NEW YORK
1565687,94306,CA,PALO ALTO
1566044,06513,CT,NEW HAVEN
1566373,CB22 3AT,X0,CAMBRIDGE
1566469,27560,NC,MORRISVILLE
1566826,40299,KY,LOUISVILLE
1566895,28405,NC,WILMINGTON
1566912,92612,CA,IRVINE
1567101,80201,CO,DENVER
1567514,07921,NJ,BEDMINSTER
1567569,60187,IL,WHEATON
1567683,08540,NJ,PRINCETON
1567925,33602,FL,TAMPA
1568100,94103,CA,SAN FRANCISCO
1568162,10019,NY,NEW YORK
1568192,19112,PA,PHILADELPHIA
1568194,19104,PA,PHILADELPHIA
1568292,66202-4200,KS,SHAWNEE MISSION
1568651,10013,NY,NEW YORK
1568669,91361,CA,WESTLAKE VILLAGE
1568832,10022,NY,NEW YORK
1569187,23462,VA,VIRGINIA BEACH
1569345,10001,NY,NEW YORK
1569391,10282,NY,NEW YORK
1569994,53226,WI,WAUWATOSA
1570318,10018,NY,NEW YORK
1570562,92660,CA,NEWPORT BEACH
1570585,HM 11,D0,HAMILTON
1570827,44144,OH,BROOKLYN
1571123,20190,VA,RESTON
1571283,90025,CA,LOS ANGELES
1571329,10022,NY,NEW YORK
1571498,02139,MA,CAMBRIDGE
1571776,07753,NJ,TINTON FALLS
1571949,30328,GA,ATLANTA
1571996,78682,TX,ROUND ROCK
1572280,90067,CA,LOS ANGELES
1572616,01803,MA,BURLINGTON
1572661,50392,IA,DES MOINES
1572684,95113,CA,SAN JOSE
1572694,10282,NY,NEW YORK
1572758,85016,AZ,PHOENIX
1572914,75201,TX,DALLAS
1572915,75201,TX,DALLAS
1572916,75201,TX,DALLAS
1573097,30339,GA,ATLANTA
1573166,78746,TX,AUSTIN
1573221,94133,CA,SAN FRANCISCO
1573312,60606,IL,CHICAGO
1573516,71730-5836,AR,EL DORADO
1573683,94107,CA,SAN FRANCISCO
1573698,02110,MA,BOSTON
1574085,75254,TX,DALLAS
1574135,94103,CA,SAN FRANCISCO
1574197,92618,CA,IRVINE
1574532,33126,FL,MIAMI
1574540,80237,CO,DENVER
1574596,85253,AZ,SCOTTSDALE
1574648,76102,TX,FORT WORTH
1574774,19355,PA,MALVERN
1574815,27609,NC,RALEIGH
1575189,75231,TX,DALLAS
1575360,60515,IL,DOWNERS GROVE
1575434,60018,IL,DES PLAINES
1575515,85054,AZ,PHOENIX
1575571,02903,RI,PROVIDENCE
1575828,77084,TX,HOUSTON
1575879,89109,NV,LAS VEGAS
1575965,19610,PA,WYOMISSING
1576169,29492,SC,CHARLESTON
1576263,92121,CA,SAN DIEGO
1576280,94304,CA,PALO ALTO
1576340,10281,NY,NEW YORK
1576427,75009,I0,PARIS
1576873,89503,NV,RENO
1576885,02465,MA,NEWTON
1576914,1686,T3,JOHANNESBURG
1576940,80111,CO,GREENWOOD VILLAGE
1576942,94104,CA,SAN FRANCISCO
1577095,75234,TX,DALLAS
1577134,10001,NY,NEW YORK
1577368,66213,KS,OVERLAND PARK
1577445,85260,AZ,SCOTTSDALE
1577526,94063,CA,REDWOOD CITY
1577670,10022,NY,NEW YORK
1577791,90071,CA,LOS ANGELES
1577916,28277,NC,CHARLOTTE
1578318,80111,CO,GREENWOOD VILLAGE
1578348,10017,NY,NEW YORK
1578620,10166,NY,NEW YORK
1578732,91302,CA,CALABASAS
1578735,10038,NY,NEW YORK
1578845,D17 E400,L2,"COOLOCK, DUBLIN"
1578987,80206,CO,DENVER
1579091,94105,CA,SAN FRANCISCO
1579157,10110,NY,NEW YORK
1579214,92675,CA,SAN JUAN CAPISTRANO
1579241,46032,IN,CARMEL
1579252,53202,WI,MILWAUKEE
1579298,08016,NJ,BURLINGTON
1579428,10007,NY,NEW YORK
1579471,75201,TX,DALLAS
1579684,14534-4560,NY,PITTSFORD
1579733,78704,TX,AUSTIN
1579762,10282,NY,NEW YORK
1579823,84047,UT,MIDVALE
1579877,10016,NY,NEW YORK
1579881,60563,IL,NAPERVILLE
1579910,78759,TX,AUSTIN
1580063,92122,CA,SAN DIEGO
1580156,02110,MA,BOSTON
1580185,19087-5148,PA,RADNOR
1580345,94025,CA,MENLO PARK
1580560,02111,MA,BOSTON
1580608,75201,TX,DALLAS
1580670,77380,TX,THE WOODLANDS
1580673,90025,CA,LOS ANGELES
1580733,53202,WI,MILWAUKEE
1580808,95131,CA,SAN JOSE
1580864,77042,TX,HOUSTON
1580988,85016,AZ,PHOENIX
1581068,10017,NY,NEW YORK
1581091,80237,CO,DENVER
1581280,94080,CA,SOUTH SAN FRANCISCO
1581405,45249,OH,CINCINNATI
1581720,06901,CT,STAMFORD
1581760,94403,CA,SAN MATEO
1581934,10167,NY,NEW YORK
1581990,77002,TX,HOUSTON
1582086,HM08,D0,PEMBROKE
1582817,60606,IL,CHICAGO
1582961,80021,CO,BROOMFIELD
1582982,08873,NJ,SOMERSET
1583077,10022,NY,NEW YORK
1583107,KY1-1104,CA,"GEORGE TOWN, GRAND CAYMAN"
1583513,20190,VA,RESTON
1583648,19087,PA,WAYNE
1583708,94041,CA,MOUNTAIN VIEW
1584207,47708,IN,EVANSVILLE
1584509,19103,PA,PHILADELPHIA
1584549,32746,FL,LAKE MARY
1584751,60607,IL,CHICAGO
1584952,77002,TX,HOUSTON
1584986,20878,MD,GAITHERSBURG
1585064,50309,IA,DES MOINES
1585101,77002,TX,HOUSTON
1585219,92612,CA,IRVINE
1585364,D02 TY74,L2,DUBLIN 2
1585521,95113,CA,SAN JOSE
1585583,92630,CA,LAKE FOREST
1585689,22102,VA,MCLEAN
1585790,32081,FL,PONTE VEDRA
1585854,63376,MO,ST. PETERS
1585855,10580,NY,RYE
1586049,OX14 4RZ,X0,ABINGDON
1586105,19087,PA,WAYNE
1586300,V7B 1A3,A1,RICHMOND
1587221,94555,CA,FREMONT
1587523,60143,IL,ITASCA
1587551,45246,OH,CINCINNATI
1587732,74103,OK,TULSA
1587755,80202,CO,DENVER
1588238,15222,PA,PITTSBURGH
1588272,75201,TX,DALLAS
1588807,10154,NY,NEW YORK
1588972,19341,PA,EXTON
1588978,95134,CA,SAN JOSE
1589094,98033,WA,KIRKLAND
1589390,60201,IL,EVANSTON
1589420,06897,CT,WILTON
1589526,31210,GA,MACON
1589756,01301,MA,GREENFIELD
1590364,10014,NY,NEW YORK
1590584,77002,TX,HOUSTON
1590714,33139,FL,MIAMI BEACH
1590717,92629,CA,DANA POINT
1590750,02453,MA,WALTHAM
1590877,20850,MD,ROCKVILLE
1590895,89501,NV,RENO
1590976,37774,TN,LOUDON
1591096,00000,L2,DUBLIN
1591517,10281,NY,NEW YORK
1591587,94520,CA,CONCORD
1591670,80237,CO,DENVER
1591698,60173,IL,SCHAUMBURG
1591877,78701,TX,AUSTIN
1592016,19106,PA,PHILADELPHIA
1592057,20814,MD,BETHESDA
1592058,07677,NJ,WOODCLIFF LAKE
1592288,02139,MA,CAMBRIDGE
1592386,10019,NY,NEW YORK
1592480,20170,VA,HERNDON
1592617,01584,MA,WESTBOROUGH
1593034,00000,L2,DUBLIN 4
1593195,60601,IL,CHICAGO
1593275,HM08,D0,PEMBROKE
1593538,20171,VA,HERNDON
1593547,19456,PA,OAKS
1593548,89118,NV,LAS VEGAS
1593899,02110,MA,BOSTON
1593936,75063,TX,IRVING
1594012,07078,NJ,SHORT HILLS
1594337,94025,CA,MENLO PARK
1594466,75038,TX,IRVING
1594590,77042,TX,HOUSTON
1594617,75038,TX,IRVING
1594686,43215,OH,COLUMBUS
1594854,94111,CA,SAN FRANCISCO
1594864,98109,WA,SEATTLE
1594879,75024,TX,PLANO
1595262,06810,CT,DANBURY
1595527,02840,RI,NEWPORT
1595585,94080,CA,SOUTH SAN FRANCISCO
1595627,60523,IL,OAK BROOK
1595893,92121,CA,SAN DIEGO
1596532,95054,CA,SANTA CLARA
1596783,08873,NJ,SOMERSET
1596946,JE2 3QA,Y9,SAINT HELIER
1596967,10022,NY,NEW YORK
1596993,06902,CT,STAMFORD
1597033,76092,TX,SOUTHLAKE
1597218,78705,TX,AUSTIN
1597219,78705,TX,AUSTIN
1597220,78705,TX,AUSTIN
1597264,02139,MA,CAMBRIDGE
1597313,44146,OH,OAKWOOD VILLAGE
1597553,02142,MA,CAMBRIDGE
1597672,32207,FL,JACKSONVILLE
1598014,EC2Y 9LY,X0,LONDON
1598085,60606,IL,CHICAGO
1598428,44706-0928,OH,CANTON
1598646,01803,MA,BURLINGTON
1598674,10007,NY,NEW YORK
1598735,03801,NH,PORTSMOUTH
1599222,76102,TX,FORT WORTH
1599298,33131,FL,MIAMI
1599489,30328,GA,ATLANTA
1599617,77041,TX,HOUSTON
1599947,10281,NY,NEW YORK
1600132,07059,NJ,WARREN
1600438,30084,GA,TUCKER
1600620,T5L 4S6,A0,EDMONTON
1600626,90245,CA,EL SEGUNDO
1600641,10010,NY,NEW YORK
1600847,95484,L3,JERUSALEM
1601046,95403,CA,SANTA ROSA
1601445,20850,MD,ROCKVILLE
1601669,HM 08,D0,PEMBROKE
1601712,06902-1250,CT,STAMFORD
1601830,84101,UT,SALT LAKE CITY
1602367,75067,TX,LEWISVILLE
1602584,60563,IL,NAPERVILLE
1602658,70816,LA,BATON ROUGE
1603145,33408,FL,JUNO BEACH
1603480,90071,CA,LOS ANGELES
1603923,77056,TX,HOUSTON
1603978,01451,MA,HARVARD
1603998,01301,MA,GREENFIELD
1604174,06830,CT,GREENWICH
1604416,77380,TX,THE WOODLANDS
1604464,91320,CA,THOUSAND OAKS
1604477,02472,MA,WATERTOWN
1604522,19103,PA,PHILADELPHIA
1604643,15222,PA,PITTSBURGH
1604665,77056,TX,HOUSTON
1604738,75254,TX,DALLAS
1604778,27409,NC,GREENSBORO
1604821,78753,TX,AUSTIN
1605607,10019,NY,NEW YORK
1605941,10105,NY,NEW YORK
1606268,77079,TX,HOUSTON
1606363,77098,TX,HOUSTON
1606498,30004,GA,ALPHARETTA
1606645,76704,L3,REHOVOT
1606745,80112,CO,ENGLEWOOD
1606757,47546,IN,JASPER
1606789,10165,NY,NEW YORK
1607250,W1U 7DW,X0,LONDON
1607716,84043,UT,LEHI
1607939,94107,CA,SAN FRANCISCO
1607962,01749,MA,HUDSON
1607997,60606,IL,CHICAGO
1608249,80301,CO,BOULDER
1608638,02210,MA,BOSTON
1608741,60606,IL,CHICAGO
1608742,60606,IL,CHICAGO
1609151,84043,UT,LEHI
1609211,06901,CT,STAMFORD
1609234,10022,NY,NEW YORK
1609253,90831,CA,LONG BEACH
1609336,90245,CA,EL SEGUNDO
1609351,19104,PA,PHILADELPHIA
1609471,60606,IL,CHICAGO
1609550,55416,MN,GOLDEN VALLEY
1609702,60169,IL,HOFFMAN ESTATES
1609711,85281,AZ,TEMPE
1609727,92037,CA,LA JOLLA
1609804,77389,TX,SPRING
1609809,02139,MA,CAMBRIDGE
1609865,10022,NY,NEW YORK
1609989,06897,CT,WILTON
1610114,10036,NY,NEW YORK
1610250,92618,CA,IRVINE
1610532,95054,CA,SANTA CLARA
1610618,92121,CA,SAN DIEGO
1610793,76021,TX,BEDFORD
1610950,27560,NC,MORRISVILLE
1611052,93013,CA,CARPINTERIA
1611231,27560,NC,MORRISVILLE
1611547,10017,NY,NEW YORK
1611647,07921,NJ,BEDMINSTER
1611702,EC4V 4GG,X0,LONDON
1611983,80112,CO,ENGLEWOOD
1611988,06830,CT,GREENWICH
1612720,77002,TX,HOUSTON
1612875,10282,NY,NEW YORK
1613665,57104,SD,SIOUX FALLS
1613859,27612,NC,RALEIGH
1614173,10166,NY,NEW YORK
1614178,10011,NY,NEW YORK
1614184,77056,TX,HOUSTON
1614436,94010,CA,BURLINGAME
1614976,85016,AZ,PHOENIX
1615055,06405,CT,BRANFORD
1615219,77021,TX,HOUSTON
1615346,90245,CA,EL SEGUNDO
1615418,19103,PA,PHILADELPHIA
1615817,77042,TX,HOUSTON
1615892,10019,NY,NEW YORK
1615905,60606,IL,CHICAGO
1616000,32801,FL,ORLANDO
1616037,02109,MA,BOSTON
1616101,30713,TN,ANTIOCH
1616212,L5L 1J9,A6,MISSISSAUGA
1616297,37203,TN,NASHVILLE
1616314,37203,TN,NASHVILLE
1616318,55303,MN,ANOKA
1616533,94538,CA,FREMONT
1616543,20876,MD,GERMANTOWN
1616707,02116,MA,BOSTON
1616817,48076,MI,SOUTHFIELD
1616862,19112,PA,PHILADELPHIA
1617227,37203,TN,NASHVILLE
1617406,22102,VA,TYSONS
1617553,90405,CA,SANTA MONICA
1617640,98101,WA,SEATTLE
1617667,33178,FL,MIAMI
1617669,48326,MI,AUBURN HILLS
1617896,32801,FL,ORLANDO
1617898,33414-2105,FL,WELLINGTON
1618561,R35 FR98,L2,"TULLAMORE , CO. OFFALY"
1618563,80111,CO,GREENWOOD VILLAGE
1618627,53202,WI,MILWAUKEE
1618673,23238,VA,RICHMOND
1618694,10017,NY,NEW YORK
1618697,10017,NY,NEW YORK
1618732,95110,CA,SAN JOSE
1618755,M5X 1E1,A6,TORONTO
1618835,92130,CA,SAN DIEGO
1618921,60015,IL,DEERFIELD
1619087,76701,L3,REHOVOT
1619239,10010,NY,NEW YORK
1619856,94710,CA,BERKELEY
1619954,20716,MD,BOWIE
1620179,75061,TX,IRVING
1620280,72202,AR,LITTLE ROCK
1620393,75201,TX,DALLAS
1620459,27517,NC,CHAPEL HILL
1620463,98011,WA,BOTHELL
1620533,10014,NY,NEW YORK
1620702,20814,MD,BETHESDA
1621434,77022,TX,HOUSTON
1621443,19333,PA,DEVON
1621563,80202,CO,DENVER
1622148,75201,TX,DALLAS
1622194,20006,DC,WASHINGTON
1622536,77019,TX,HOUSTON
1622620,V6C 3K4,A1,VANCOUVER
1623526,01730,MA,BEDFORD
1623613,AL109UL,X0,"HATFIELD, HERTFORDSHIRE"
1623715,94065,CA,REDWOOD CITY
1623919,30009,GA,ALPHARETTA
1623925,80202,CO,DENVER
1624658,01776,MA,SUDBURY
1624899,DE21 6LY,X0,DERBY
1625101,94545,CA,HAYWARD
1625278,94401,CA,SAN MATEO
1625641,78701,TX,AUSTIN
1625941,80202,CO,DENVER
1626115,10017,NY,NEW YORK
1626199,98102,WA,SEATTLE
1626450,78758,TX,AUSTIN
1626633,66211,KS,LEAWOOD
1626878,78744,TX,AUSTIN
1626971,94080,CA,SOUTH SAN FRANCISCO
1627014,32204,FL,JACKSONVILLE
1627223,19801,DE,WILMINGTON
1627282,85258,AZ,SCOTTSDALE
1627475,94301,CA,PALO ALTO
1627487,75254,TX,DALLAS
1627515,10103,NY,NEW YORK
1627854,10286,NY,NEW YORK
1628063,10110,NY,NEW YORK
1628171,94063,CA,REDWOOD CITY
1628738,94108,CA,SAN FRANCISCO
1628908,22209,VA,ARLINGTON
1629137,94080,CA,SOUTH SAN FRANCISCO
1630132,28273,NC,CHARLOTTE
1630472,94104,CA,SAN FRANCISCO
1630805,44305,OH,AKRON
1630856,33146,FL,CORAL GABLES
1631256,92660,CA,NEWPORT BEACH
1631574,018936,U0,SINGAPORE
1631596,10001,NY,NEW YORK
1631650,94005-1884,CA,BRISBANE
1631942,02116,MA,BOSTON
1632127,85012,AZ,PHOENIX
1632790,63105,MO,SAINT LOUIS
1632970,92612,CA,IRVINE
1633070,02139,MA,CAMBRIDGE
1633142,01880,MA,WAKEFIELD
1633336,90025,CA,LOS ANGELES
1633858,02199,MA,BOSTON
1633917,95131,CA,SAN JOSE
1633931,32114,FL,DAYTONA BEACH
1633978,95131,CA,SAN JOSE
1634038,07960,NJ,MORRISTOWN
1634117,07932,NJ,FLORHAM PARK
1634379,92037,CA,SAN DIEGO
1634432,19053,PA,TREVOSE
1634452,78701,TX,AUSTIN
1634453,32789,FL,WINTER PARK
1634997,06477,CT,ORANGE
1635073,60606,IL,CHICAGO
1635193,10580-1022,NY,RYE
1635282,89135,NV,LAS VEGAS
1635327,10010,NY,NEW YORK
1635718,22107,VA,MCLEAN
1635881,77041,TX,HOUSTON
1636023,30328,GA,ATLANTA
1636050,10036,NY,NEW YORK
1636222,75204,TX,DALLAS
1636282,02453,MA,WALTHAM
1636422,84095,UT,SOUTH JORDAN
1636519,10121,NY,NEW YORK
1636651,10001,NY,NEW YORK
1637207,03842,NH,HAMPTON
1637459,15222,PA,PITTSBURGH
1637655,48170,MI,PLYMOUTH
1637715,80301,CO,BOULDER
1637736,85212,AZ,MESA
1637761,92008,CA,CARLSBAD
1637873,14203,NY,BUFFALO
1637913,45242,OH,CINCINNATI
1638287,02138,MA,CAMBRIDGE
1638290,37855,TN,VONORE
1638381,777512,L3,JERUSALEM
1638826,91203,CA,GLENDALE
1639225,94041,CA,MOUNTAIN VIEW
1639300,17112,PA,HARRISBURG
1639438,20016,DC,WASHINGTON
1639457,60606,IL,CHICAGO
1639825,10001,NY,NEW YORK
1639947,60606,IL,CHICAGO
1640147,94025,CA,MENLO PARK
1640266,02421,MA,LEXINGTON
1640313,78701,TX,AUSTIN
1640428,02139,MA,CAMBRIDGE
1640455,02139,MA,CAMBRIDGE
1641281,94063,CA,REDWOOD CITY
1641489,27265,NC,HIGH POINT
1641614,80127,CO,LITTLETON
1641640,D01 H104,L2,DUBLIN
1641991,28277,NC,CHARLOTTE
1642122,06830,CT,GREENWICH
1642545,95054,CA,SANTA CLARA
1642563,60606,IL,CHICAGO
1642862,94028,CA,PORTOLA VALLEY
1642896,94107,CA,SAN FRANCISCO
1643269,94063,CA,REDWOOD CITY
1643615,92614,CA,IRVINE
1643848,1118 CN,P7,AMSTERDAM SCHIPHOL
1644378,02458,MA,NEWTON
1644406,66215,KS,LENEXA
1644419,45246,OH,CINCINNATI
1644440,02140,MA,CAMBRIDGE
1644675,EC2M 2PF,X0,LONDON
1644771,33401,FL,WEST PALM BEACH
1644963,33154,FL,BAY HARBOR ISLANDS
1645070,44131,OH,INDEPENDENCE
1645194,10018,NY,NEW YORK
1645494,30024,GA,SUWANEE
1645569,94080,CA,SOUTH SAN FRANCISCO
1645590,77389,TX,SPRING
1645666,94080,CA,SOUTH SAN FRANCISCO
1645842,94608,CA,EMERYVILLE
1645873,80203,CO,DENVER
1645926,10022,NY,NEW YORK
1646109,60187,IL,WHEATON
1646228,75074,TX,PLANO
1646383,22042,VA,FALLS CHURCH
1646587,10022,NY,NEW YORK
1646614,06830,CT,GREENWICH
1646972,83706,ID,BOISE
1647088,85257,AZ,SCOTTSDALE
1647509,44114,OH,CLEVELAND
1647639,94403,CA,SAN MATEO
1647932,60606,IL,CHICAGO
1647933,60606,IL,CHICAGO
1648383,32801,FL,ORLANDO
1648893,75024,TX,PLANO
1649094,94070,CA,SAN CARLOS
1649338,768923,U0,SINGAPORE
1649345,768923,U0,SINGAPORE
1649744,53572,WI,MOUNT HOREB
1649904,02116,MA,BOSTON
1649989,08830,NJ,ISELIN
1650132,94941,CA,MILL VALLEY
1650164,02210,MA,BOSTON
1650372,94104,CA,SAN FRANCISCO
1650445,37027,TN,BRENTWOOD
1650575,999077,K3,KOWLOON
1650648,94608,CA,EMERYVILLE
1650664,02141,MA,CAMBRIDGE
1650729,30076,GA,ROSWELL
1650962,34655,FL,NEW PORT RICHEY
1651052,10022,NY,NEW YORK
1651235,01754,MA,MAYNARD
1651286,92612,CA,IRVINE
