cik,zip,state,city
811707,50266-5997,IA,WEST DES MOINES
811797,02208-2798,MA,BOSTON
811828,30339,GA,ATLANTA
811830,02109,MA,BOSTON
811831,04240-6594,ME,LEWISTON
811869,55402-3211,MN,MINNEAPOLIS
811921,02210,MA,BOSTON
811922,19103,PA,PHILADELPHIA
811968,90071,CA,LOS ANGELES
811976,10017,NY,NEW YORK
812006,10036,NY,NEW YORK
812011,80021,CO,BROOMFIELD
812015,10001,NY,NEW YORK
812021,02116-3700,MA,BOSTON
812022,06103-3415,CT,HARTFORD
812051,02116-3700,MA,BOSTON
812074,43551-2999,OH,PERRYSBURG
812076,10004-2109,NY,NEW YORK
812090,01301,MA,GREENFIELD
812128,39441,MS,LAUREL
812146,02351,MA,ABINGTON
812150,28202,NC,CHARLOTTE
812191,40202,KY,LOUISVILLE
812195,02109-1820,MA,BOSTON
812301,92618,CA,"IRVINE,"
812303,90071,CA,LOS ANGELES
812446,29334,SC,DUNCAN
812482,89109,NV,LAS VEGAS
812701,15108,PA,MOON TOWNSHIP
812703,95134,CA,SAN JOSE
812708,07702,NJ,SHREWSBURY
812796,08540,NJ,PRINCETON
812801,60606,IL,CHICAGO
812890,10017,NY,NEW YORK
812900,10017,NY,NEW YORK
812906,38824,MS,BALDWYN
812910,60515,IL,DOWNERS GROVE
812914,06880,CT,WESTPORT
813298,02021,MA,CANTON
813347,95131,CA,SAN JOSE
813383,10286,NY,NEW YORK
813461,92618-3804,CA,IRVINE
813470,48076,MI,SOUTHFIELD
813562,11050,NY,PORT WASHINGTON
813619,94303,CA,PALO ALTO
813621,60192,IL,HOFFMAN ESTATES
813623,45246,OH,CINCINNATI
813640,30302,GA,ATLANTA
813658,98101,WA,SEATTLE
813672,95134,CA,SAN JOSE
813775,92123-1866,CA,SAN DIEGO
813781,30004,GA,ALPHARETTA
813808,48867,MI,OWOSSO
813828,10036,NY,NEW YORK
813900,92660,CA,NEWPORT BEACH
813920,75063,TX,IRVING
813945,92660,CA,NEWPORT BEACH
814057,02154,MA,WALTHAM
814068,48084,MI,TROY
814079,19809,DE,WILMINGTON
814139,91710,CA,CHINO
814178,24970,WV,RONCEVERTE
814181,75034,TX,FRISCO
814184,55391-1693,MN,WAYZATA
814230,19106-2354,PA,PHILADELPHIA
814232,94104,CA,SAN FRANCISCO
814236,10166,NY,NEW YORK
814250,53110,WI,CUDAHY
814258,55439,MN,MINNEAPOLIS
814361,03885,NH,STRATHAM
814457,60632,IL,CHICAGO
814463,HP9 1H7,A8,QUEBEC CANADA
814547,59715,MT,BOZEMAN
814549,30097,GA,JOHNS CREEK
814580,92121,CA,SAN DIEGO
814679,07102,NJ,NEWARK
814680,64111,MO,KANSAS CITY
814856,94104,CA,SAN FRANCISCO
814898,23060,VA,GLEN ALLEN
814915,11706,NY,BAY SHORE
815065,44060,OH,MENTOR
815093,55127,MN,ST PAUL
815094,01923,MA,DANVERS
815278,60606,IL,CHICAGO
815425,02210,MA,BOSTON
815508,02141,MA,CAMBRIDGE
815556,55987,MN,WINONA
815838,33186,FL,MIAMI
815910,08012,NJ,BLACKWOOD
816066,95134,CA,SAN JOSE
816153,87506-8361,NM,SANTA FE
816159,80112,CO,ENGLEWOOD
816284,07901,NJ,SUMMIT
816330,90212,CA,BEVERLY HILLS
816753,07102,NJ,NEWARK
816754,10105,NY,NEW YORK
816761,92127,CA,SAN DIEGO
816949,32615,FL,ALACHUA
816956,33773,FL,LARGO
817135,92612,CA,IRVINE
817161,92121,CA,SAN DIEGO
817366,90064-1022,CA,LOS ANGELES
817473,20814,MD,BETHESDA
817720,95131-1706,CA,SAN JOSE
817841,55474,MN,MINNEAPOLIS
817946,33323,FL,SUNRISE
817979,47715,IN,EVANSVILLE
817982,80112-3924,CO,CENTENNIAL
818010,54494-8020,WI,WISCONSIN RAPIDS
818033,92121,CA,SAN DIEGO
818084,21202,MD,BALTIMORE
818105,10105,NY,NEW YORK
818479,28277-3607,NC,CHARLOTTE
818682,73069,OK,NORMAN
818813,01752,MA,MARLBOROUGH
818850,60606,IL,CHICAGO
818851,60606,IL,CHICAGO
818969,21202,MD,BALTIMORE
818972,10286,NY,NEW YORK
819050,80301,CO,BOULDER
819118,02210,MA,BOSTON
819220,45103,OH,BATAVIA
819334,92708,CA,FOUNTAIN VALLEY
819479,30071,GA,NORCROSS
819480,95035,CA,MILPITAS
819539,75201,TX,DALLAS
819692,44114,OH,CLEVELAND
819706,92718,CA,IRVINE
819793,03867,NH,ROCHESTER
819913,76102,TX,FORT WORTH
820026,10036,NY,NEW YORK
820027,55474,MN,MINNEAPOLIS
820028,10154,NY,NEW YORK
820067,30341,GA,ATLANTA
820081,07073,NJ,E RUTHERFORD
820083,94108,CA,SAN FRANCISCO
820096,49010,MI,ALLEGAN
820237,92121,CA,SAN DIEGO
820313,06492,CT,WALLINGFORD
820318,16056,PA,SAXONBURG
820537,07102,NJ,NEWARK
820626,60045,IL,LAKE FOREST
820636,02116,MA,BOSTON
820736,20166,VA,DULLES
820738,97205,OR,PORTLAND
820774,92008,CA,CARLSBAD
820892,60606,IL,CHICAGO
820907,15146,PA,MONROEVILLE
821002,10018,NY,NEW YORK
821026,43537,OH,MAUMEE
821127,02109,MA,BOSTON
821130,60661,IL,CHICAGO
821189,77002,TX,HOUSTON
821407,35801,AL,HUNTSVILLE
821466,10036,NY,NEW YORK
821483,77024,TX,HOUSTON
821484,02114,MA,BOSTON
821616,03833,NH,EXETER
821995,02110,MA,BOSTON
822083,75219-7657,TX,DALLAS
822206,92618-1605,CA,IRVINE
822416,30326,GA,ATLANTA
822418,18940-1721,PA,NEWTOWN
822632,60606,IL,CHICAGO
822662,30305,GA,ATLANTA
822663,10176,NY,NEW YORK
822671,02110,MA,BOSTON
822708,10017,NY,NEW YORK
822794,10036,NY,NEW YORK
822818,02061-9149,MA,NORWELL
822922,10580,NY,RYE
822977,60606,IL,CHICAGO
823094,10021,NY,NEW YORK
823338,43219,OH,COLUMBUS
823535,02210,MA,BOSTON
823620,90071,CA,LOS ANGELES
823768,77002,TX,HOUSTON
824068,55447,MN,MINNEAPOLIS
824142,74107,OK,TULSA
824169,20191,VA,RESTON
824410,20832,MD,OLNEY
824463,02109,MA,BOSTON
824803,53202,WI,MILWAUKEE
825062,10154-0004,NY,NEW YORK
825313,37203,TN,NASHVILLE
825316,10001,NY,NEW YORK
825353,10036,NY,NEW YORK
825410,60425,IL,GLENWOOD
825542,43041,OH,MARYSVILLE
825692,30106,GA,AUSTELL
825759,01581,MA,WESTBOROUGH
825788,64105,MO,KANSAS CITY
826020,10174,NY,NEW YORK
826083,78682-2244,TX,ROUND ROCK
826344,10036,NY,NEW YORK
826644,77046,TX,HOUSTON
826675,23059,VA,GLEN ALLEN
826682,21202,MD,BALTIMORE
826683,94108,CA,SAN FRANCISCO
826686,02114,MA,BOSTON
826732,60563,IL,NAPERVILLE
826735,19103,PA,PHILADELPHIA
826737,01301,MA,GREENFIELD
826773,19422,PA,BLUE BELL
826813,90071,CA,LOS ANGELES
827052,91770,CA,ROSEMEAD
827054,85224-6199,AZ,CHANDLER
827056,84123,UT,MURRAY
827060,64111,MO,KANSAS CITY
827156,85014-2800,AZ,PHOENIX
827187,55404,MN,MINNEAPOLIS
827230,01803,MA,BURLINGTON
827773,02110,MA,BOSTON
827809,V6B 0M3,A1,VANCOUVER
827871,07677,NJ,WOODCLIFF LAKE
828064,85281,AZ,TEMPE
828119,94539,CA,FREMONT
828146,94538,CA,FREMONT
828678,76712,TX,WACO
828750,19406,PA,KING OF PRUSSIA
828803,33301-1923,FL,FORT LAUDERDALE
828806,77046,TX,HOUSTON
828916,77292,TX,HOUSTON
828944,19801,DE,WILMINGTON
828990,07102,NJ,NEWARK
829224,98124-1067,WA,SEATTLE
829499,64111,MO,KANSAS CITY
829608,37067,TN,FRANKLIN
829750,04112,ME,PORTLAND
829801,80112-3924,CO,CENTENNIAL
829901,07302,NJ,JERSEY CITY
830056,29602,SC,GREENVILLE
830122,89703,NV,CARSON CITY
830134,03054,NH,MERRIMACK
830141,77002,TX,HOUSTON
830142,10004,NY,NEW YORK
830158,66219,KS,LENEXA
830160,10154-0004,NY,NEW YORK
830257,13902,NY,BINGHAMTON
830260,97205,OR,PORTLAND
830271,60606,IL,CHICAGO
830474,19809,DE,WILMINGTON
830487,10018,NY,NEW YORK
830524,02090,MA,WESTWOOD
830622,02110,MA,BOSTON
830656,02021,MA,CANTON
830744,19890,DE,WILMINGTON
830748,96813,HI,HONOLULU
830916,92618,CA,IRVINE
831001,10013,NY,NEW YORK
831016,02210,MA,BOSTON
831025,55474,MN,MINNEAPOLIS
831114,53202,WI,MILWAUKEE
831246,07302,NJ,JERSEY CITY
831259,85040,AZ,PHOENIX
831327,77487-0009,TX,SUGARLAND
831547,89052,NV,HENDERSON
831641,91107,CA,PASADENA
831655,28202,NC,CHARLOTTE
831749,98021,WA,BOTHELL
831809,43219-3035,OH,COLUMBUS
831861,33021,FL,HOLLYWOOD
831957,60603,IL,CHICAGO
831959,08807,NJ,BRIDGEWATER
831967,78249,TX,SAN ANTONIO
831968,01610,MA,WORCESTER
832101,60062,IL,NORTHBROOK
832327,19809,DE,WILMINGTON
832428,45202,OH,CININNATI
832545,94105,CA,SAN FRANCISCO
832566,10004,NY,NEW YORK
832705,10036,NY,NEW YORK
832767,95035,CA,MILPITAS
832808,10001,NY,NEW YORK
832812,97232,OR,PORTLAND
832820,77056,TX,HOUSTON
832904,75240,TX,DALLAS
832925,60606,IL,CHICAGO
832988,HM11,D0,HAMILTON
833040,94403-1906,CA,SAN MATEO
833045,98124-1890,WA,SEATTLE
833076,40223,KY,LOUISVILLE
833079,85255,AZ,SCOTTSDALE
833081,77057,TX,HOUSTON
833225,10573,NY,RYE BROOK
833251,60606,IL,CHICAGO
833298,55344-9361,MN,EDEN PRAIRIE
833320,77002,TX,HOUSTON
833444,00000,L2,CORK
833640,95138,CA,SAN JOSE
833795,92008,CA,CARLSBAD
833829,94501,CA,ALAMEDA
834105,21044,MD,COLUMBIA
834162,26034,WV,CHESTER
834208,60654,IL,CHICAGO
834306,92121,CA,SAN DIEGO
834933,10105,NY,NEW YORK
835011,66002,KS,ATCHISON
835324,40206,KY,LOUISVILLE
835333,30309,GA,ATLANTA
835412,74076,OK,STILLWATER
835541,95035,CA,MILPITAS
835597,19456,PA,OAKS
835663,02114,MA,BOSTON
835664,33432,FL,BOCA RATON
835729,77042-2827,TX,HOUSTON
835768,55402,MN,MINNEAPOLIS
835887,10007,NY,NEW YORK
835910,02892,RI,WEST KINGSTON
835948,19809,DE,WILMINGTON
836102,08855-6820,NJ,PISCATAWAY
836106,95134,CA,SAN JOSE
836157,68022,NE,OMAHA
836267,80202-1805,CO,DENVER
836412,01301,MA,GREENFIELD
836435,85064,AZ,PHOENIX
836487,10036,NY,NEW YORK
836690,19341,PA,EXTON
837173,35244,AL,BIRMINGHAM
837274,94403-1906,CA,SAN MATEO
837276,85258,AZ,SCOTTSDALE
837441,80112-3924,CO,CENTENNIAL
837465,92008-8815,CA,CARLSBAD
837600,92201,CA,INDIO
837852,10018,NY,NEW YORK
837913,94089-2117,CA,SUNNYVALE
837951,10017,NY,NEW YORK
837991,95051,CA,SANTA CLARA
838131,60606,IL,CHICAGO
838133,10105,NY,NEW YORK
838875,97392,OR,TURNER
839122,10286,NY,NEW YORK
839123,10166,NY,NEW YORK
839124,10166,NY,NEW YORK
839302,10036,NY,NEW YORK
839533,10022-6225,NY,NEW YORK
839845,08016,NJ,BURLINGTON
839928,12078,NY,GLOVERSVILLE
840216,92614,CA,IRVIN
840256,92604,CA,"IRVINE, CALIFORNIA"
840319,19103,PA,PHILADELPHIA
840387,14214,NY,BUFFALO
840402,10111,NY,NEW YORK
840467,92822,CA,BREA
840489,76102,TX,FORT WORTH
840678,45263,OH,CINCINNATI
840824,02154,MA,WALTHAM
840883,01862,MA,NORTH BILLERICA
840889,00920-2717,PR,SAN JUAN
841555,80033,CO,WHEAT RIDGE
841692,55318,MN,CHASKA
841942,40223,KY,LOUISVILLE
842023,55413,MN,MINNEAPOLIS
842162,48033,MI,SOUTHFIELD
842183,10036,NY,NEW YORK
842295,78402,TX,CORPUS CHRISTI
842436,10577,NY,PURCHASE
842512,45246,OH,CINCINNATI
842518,14075,NY,HAMBURG
842633,48304,MI,BLOOMFIELD HILLS
842635,77010,TX,HOUSTON
842662,17403,PA,YORK
842699,19903-1516,DE,DOVER
842790,77046,TX,HOUSTON
842891,30309,2Q,ATLANTA
842905,10154-0004,NY,NEW YORK
843081,10461,NY,BRONX
843368,98101,WA,SEATTLE
844048,90803,CA,LONG BEACH
844059,32202,FL,JACKSONVILLE
844143,10118,NY,NEW YORK
844161,91411,CA,SHERMAN OAKS
844172,19809,DE,WILMINGTON
844779,19809,DE,WILMINGTON
844789,75063,TX,IRVING
844790,02110,MA,BOSTON
844965,77389,TX,SPRING
845035,02110-1106,MA,BOSTON
845072,44833,OH,GALION
845289,77077,TX,HOUSTON
845376,90071,CA,LOS ANGELES
845379,02110,MA,BOSTON
845434,97070,OR,WILSONVILLE
845611,10580,NY,RYE
845752,32250,FL,JACKSONVILLE
845779,75227,TX,DALLAS
845818,30022,GA,ALPHARETTA
845877,20037,DC,WASHINGTON
846421,11556,NY,UNIONDALE
846596,10022-6225,NY,NEW YORK
846615,29607,SC,GREENVILLE
846616,55102,MN,SAINT PAUL
846671,30309,GA,ATLANTA
846676,19103,PA,PHILADELPHIA
846815,48083,MI,TROY
846876,06831,CT,GREENWICH
846883,98101,WA,SEATTLE
846901,07438,NJ,OAK RIDGE
846903,37064,TN,FRANKLIN
846909,01810,MA,ANDOVER
846913,60555,IL,WARRENVILLE
846926,29928,SC,HILTON HEAD ISLAND
846930,152190,PA,PITTSBURGH
847090,21201,MD,BALTIMORE
847322,20852,MD,ROCKVILLE
847431,10022,NY,NEW YORK
847466,85018,AZ,PHOENIX
847555,78750,TX,AUSTIN
847593,30309,2Q,ATLANTA
848012,10166,NY,NEW YORK
848077,02109,MA,BOSTON
848551,30005,GA,ALPHARETTA
848865,85054,AZ,PHOENIX
849043,06405,CT,BRANFORD
849101,30650,GA,MADISON
849145,92121,CA,SAN DIEGO
849146,84043,UT,LEHI
849213,98101-1374,WA,SEATTLE
849240,44114,OH,CLEVELAND
849395,D16 KH51,L2,DUBLIN 16
849399,85281,AZ,TEMPE
849433,15219,PA,PITTSBURGH
849448,08876,NJ,BRANCHBURG
849502,80921,CO,COLORADO SPRINGS
849547,15055,PA,LAWRENCE
849636,07452,NJ,GLEN ROCK
849667,64116,MO,KANSAS CITY
849778,01752,MA,MALBOROUGH
849869,06851,CT,NORWALK
849998,60606,IL,CHICAGO
850025,02109,MA,BOSTON
850134,80112-3924,CO,CENTENNIAL
850141,62715-0001,IL,SPRINGFIELD
850209,10001,NY,NEW YORK
850261,92121,CA,SAN DIEGO
850313,21017,MD,BELCAMP
850414,92806-6135,CA,ANAHEIM
850429,23225,VA,RICHMOND
850460,75069,TX,MCKINNEY
850483,20171-5219,VA,HERNDON
850579,94085,CA,SUNNYVALE
850660,63017,MO,CHESTERFIELD
850693,92612,CA,IRVINE
851169,10281-1023,NY,NEW YORK
851205,01760,MA,NATICK
851207,54601,WI,LA CROSSE
851310,95131,CA,SAN JOSE
851368,98006,WA,BELLEVUE
851520,94025,CA,MENLO PARK
851560,95032,CA,LOS GATOS
851680,10038-4925,NY,NEW YORK
851737,95134,CA,SAN JOSE
851968,30701,GA,CALHOUN
852426,55402,MN,MINNEAPOLIS
852437,21117,MD,BALTIMORE
852495,15086-7561,PA,WARRENDALE
852618,32056,FL,LAKE CITY
852772,29319,SC,SPARTANBURG
852807,85016-3452,AZ,PHOENIX
852954,43215,OH,COLUMBUS
853086,94108,CA,SAN FRANCISCO
853180,30309,GA,ATLANTA
853273,78731,TX,AUSTIN
853437,21231,MD,BALTIMORE
853593,80112-3924,CO,CENTENNIAL
853618,46206-0368,IN,INDIANAPOLIS
853665,66207,KS,OVERLAND PARK
853695,75240,TX,DALLAS
853816,32224,FL,JACKSONVILLE
853890,75080,TX,RICHARDSON
853891,28201-1012,NC,CHARLOTTE
853971,46240,IN,INDIANAPOLIS
854093,92618,CA,IRVINE
854098,19335,PA,DOWNINGTOWN
854126,02111,MA,BOSTON
854222,02421,MA,LEXINGTON
854271,75039,TX,IRVING
854460,30303,GA,ATLANTA
854662,60514,IL,CLARENDON HILLS
854669,55474,MN,MINNEAPOLIS
854701,95035,CA,MILPITAS
854709,45459,OH,DAYTON
854711,10017,NY,NEW YORK
854775,55343,MN,HOPKINS
854776,76006,TX,ARLINGTON
854800,07645,NJ,MONTVALE
854856,94403-1906,CA,SAN MATEO
854860,97224,OR,PORTLAND
854875,23219,VA,RICHMOND
854904,30309,GA,ATLANTA
855022,48009,MI,BIRMINGHAM
855109,80301,CO,BOULDER
855182,01923,MA,DANVERS
855237,19809,DE,WILMINGTON
855612,75204-2960,TX,DALLAS
855654,02451,MA,WALTHAM
855658,97124,OR,HILLSBORO
855667,54957,WI,NEENAH
855876,43402,OH,BOWLING GREEN
855886,02116,MA,BOSTON
855887,10286,NY,NEW YORK
855906,85224,AZ,CHANDLER
856072,98034,WA,REDMOND
856138,33301-1923,FL,FORT LAUDERDALE
856200,22031,VA,FAIRFAX
856218,10036,NY,NEW YORK
856223,29602,SC,GREENVILLE
856226,60606,IL,CHICAGO
856227,60606,IL,CHICAGO
856250,75050,TX,COPPELL
856386,53095,WI,WEST BEND
856465,45840,OH,FINDLAY
856517,15086-7561,PA,WARRENDALE
856569,19087,PA,WAYNE
856671,02116,MA,BOSTON
856716,77046,TX,HOUSTON
856751,19063,PA,MEDIA
856982,84095,UT,SOUTH JORDAN
857005,02210,MA,BOSTON
857156,94105,CA,SAN FRANCISCO
857264,02108,MA,BOSTON
857323,02817,RI,WEST GREENWICH
857361,60606,IL,CHICAGO
857593,58124-0001,ND,FARGO
857644,77002,TX,HOUSTON
857694,55474,MN,MINNEAPOLIS
857728,92630,CA,LAKE FOREST
857769,02116,MA,BOSTON
857855,29601,SC,GREENVILLE
858339,89109,NV,LAS VEGAS
858470,77024,TX,HOUSTON
858558,10017,NY,NEW YORK
858629,40218,KY,LOUISVILLE
858655,46904,IN,KOKOMO
858706,10022-6225,NY,NEW YORK
858707,02108,MA,BOSTON
858744,92618,CA,IRVINE
858803,92656,CA,ALISO VIEJO
858877,95134-1706,CA,SAN JOSE
859014,48226-5099,MI,DETROIT
859037,10036,NY,NEW YORK
859070,24605,VA,BLUEFIELD
859139,19890,DE,WILMINGTON
859163,29644,SC,FOUNTAIN INN
859360,94304,CA,PALO ALTO
859368,85256,AZ,SCOTTSDALE
859475,94086-5303,CA,SUNNYVALE
859598,33316,FL,FORT LAUDERDALE
859735,92618,CA,IRVINE
859737,01752,MA,MARLBOROUGH
859747,89134,NV,LAS VEGAS
859796,10019,NY,NEW YORK
860097,77042,TX,HOUSTON
860188,60606,IL,CHICAGO
860413,59101,MT,BILLINGS
860451,93012,CA,CAMARILLO
860489,10022-6225,NY,NEW YORK
860510,08536,NJ,PLAINSBORO
860546,21046,MD,COLUMBIA
860720,10036,NY,NEW YORK
860730,37203,TN,NASHVILLE
860731,75024,TX,PLANO
860743,10167,NY,NEW YORK
860748,60601,IL,CHICAGO
861069,30309,2Q,ATLANTA
861185,30309,2Q,ATLANTA
861291,16056-0249,PA,SAXONBURG
861361,33414,FL,WELLINGTON
861457,80112-3924,CO,CENTENNIAL
861459,95076,CA,WATSONVILLE
861819,77002,TX,HOUSTON
861838,19341,PA,EXTON
861842,90012,CA,LOS ANGELES
861865,19103,PA,PHILADELPHIA
861878,60015,IL,BANNOCKBURN
861884,85009,AZ,PHOENIX
861955,53186,WI,WAUKESHA
862021,10001,NY,NEW YORK
862022,75219-4518,TX,DALLAS
862064,10022-6225,NY,NEW YORK
862157,10022-6225,NY,NEW YORK
862255,90670-4713,CA,SANTA FE SPRINGS
862313,60606,IL,CHICAGO
862510,10005,NY,NEW YORK
862716,60606,IL,CHICAGO
862813,10017,NY,NEW YORK
862831,14569,NY,WARSAW
863015,63141,MO,SAINT LOUIS
863157,85027,AZ,PHOENIX
863250,80112-3924,CO,CENTENNIAL
863328,02210,MA,BOSTON
863334,02109-1820,MA,BOSTON
863436,85281,AZ,TEMPE
863441,V7K 1S8,A1,NORTH VANCOUVER
863456,92610,CA,FOOTHILL RANCH
863520,21202,MD,BALTIMORE
863557,85043,AZ,PHOENIX
863650,30309,GA,ATLANTA
863680,92618,CA,IRVINE
863821,94925,CA,CORTE MADERA
863893,21227,MD,BALTIMORE
863903,19013,PA,PHILADELPHIA
864233,37204,TN,NASHVILLE
864240,40222,KY,LOUISVILLE
864328,77019-2118,TX,HOUSTON
864415,19103,PA,PHILADELPHIA
864508,43219,OH,COLUMBUS
864559,97008,OR,BEAVERTON
864683,77058,TX,HOUSTON
864749,80021,CO,WESTMINSTER
864890,08865,NJ,PHILLIPSBURG
865084,06611,CT,TRUMBULL
865177,02110,MA,BOSTON
865231,94080,CA,SOUTH SAN FRANCISCO
865415,94588,CA,PLEASANTON
865436,78703,TX,AUSTIN
865570,91301,CA,AGOURA HILLS
865722,33301-1923,FL,FORT LAUDERDALE
865733,22203,VA,ARLINGTON
865752,92879,CA,CORONA
865754,50010,IA,AMES
865898,02109,MA,BOSTON
865917,94065,CA,REDWOOD CITY
865936,10019,NY,NEW YORK
865937,94105,CA,SAN FRANCISCO
865941,46235-4207,IN,INDIANAPOLIS
866095,19103,PA,PHILADELPHIA
866121,22042,VA,FALLS CHURCH
866273,74103,OK,TULSA
866291,03103,NH,MANCHESTER
866368,91201,CA,GLENDALE
866374,78759,TX,AUSTIN
866609,77006,TX,HOUSTON
866700,15086-7561,PA,WARRENDALE
866706,63141,MO,ST. LOUIS
866707,02109-1820,MA,BOSTON
866729,10012,NY,NEW YORK
866734,33431,FL,BOCA RATON
866782,10020-2302,NY,NEW YORK
866787,38103,TN,MEMPHIS
866829,77043,TX,HOUSTON
866830,78759,TX,AUSTIN
866873,94111,CA,SAN FRANCISCO
866888,94108,CA,SAN FRANCISCO
866970,02893,RI,WEST WARWICK
867058,94043-3969,CA,MOUNTAIN VIEW
867297,01301,MA,GREENFIELD
867374,94555,CA,FREMONT
867490,54957,WI,NEENAH
867493,47201,IN,COLUMBUS
867579,98185,WA,REDMOND
867665,78258,TX,SAN ANTONIO
867773,78715,TX,AUSTIN
867832,02105-1713,MA,BOSTON
867840,01460,MA,LITTLETON
867969,02199,MA,BOSTON
868263,30045,GA,LAWRENCEVILLE
868278,11530,NY,NEW YORK
868307,10010,NY,NEW YORK
868326,NP18 2TA,X0,NEWPORT
868368,55976,MN,STEWARTVILLE
868440,60606,IL,CHICAGO
868449,60606,IL,CHICAGO
868512,60654-1771,IL,CHICAGO
868549,02210,MA,BOSTON
868578,91101,CA,PASADENA
868611,73104,OK,OKLAHOMA CITY
868671,59901,MT,KALISPELL
868725,90024,CA,LOS ANGELES
868780,18915,PA,COLMAR
868809,76102,TX,FORT WORTH
868857,75240,TX,DALLAS
868984,60606,IL,CHICAGO
869087,63017-1713,MO,CHESTERFIELD
869273,53202,WI,MILWAUKEE
869351,21202,MD,BALTIMORE
869356,02109,MA,BOSTON
869365,94105,CA,SAN FRANCISCO
869369,77077,TX,HOUSTON
869405,60606,IL,CHICAGO
869427,07311,NJ,JERSEY CITY
869487,75211,TX,DALLAS
869561,56308,MN,ALEXANDRIA
869570,60606,IL,CHICAGO
869688,78746,TX,AUSTIN
870069,94954,CA,PETALUMA
870156,68512,NE,LINCOLN
870355,33324,FL,FORT LAUDERDALE
870517,19884,DE,WILMINGTON
870732,74136,OK,TULSA
870755,95032,CA,LOS GATOS
870756,75206,TX,DALLAS
870760,90230,CA,CULVER CITY
870778,60606,IL,CHICAGO
870779,60606,IL,CHICAGO
870780,60606,IL,CHICAGO
870826,55344-3433,MN,MINNEAPOLIS
870827,90071,CA,LOS ANGELES
871763,53212,WI,MILWAUKEE
872032,10036,NY,NEW YORK
872064,60606,IL,CHICAGO
872248,70508,LA,LAFAYETTE
872323,60606,IL,CHICAGO
872448,85224,AZ,CHANDLER
872467,02108,MA,BOSTON
872589,10591,NY,TARRYTOWN
872649,02199,MA,BOSTON
872821,19890-0001,DE,WILMINGTON
872825,64111,MO,KANSAS CITY
872835,16117,PA,ELLWOOD CITY
872855,75234-8914,TX,FARMERS BRANCH
872912,12804,NY,QUEENSBURY
873044,97124,OR,HILLSBORO
873067,10105,NY,NEW YORK
873303,02142,MA,CAMBRIDGE
873364,19454,PA,NORTH WALES
873394,10020,NY,NEW YORK
873538,06033,CT,GLASTONBURY
873591,20878,MD,GAITHERSBURG
873603,11733,NY,E SETAUKET
873637,10004,NY,NEW YORK
873860,33409,FL,WEST PALM BEACH
874015,92010,CA,CARLSBAD
874142,60606,IL,CHICAGO
874143,60606,IL,CHICAGO
874212,11788-5145,NY,HAUPPAUGE
874214,10036,NY,NEW YORK
874255,08540,NJ,PRINCETON
874265,21202,MD,BALTIMORE
874294,98021,WA,BOTHELL
874389,19720,DE,NEW CASTLE
874396,11530,NY,GARDEN CITY
874443,94063,CA,REDWOOD CITY
874444,43219,OH,COLUMBUS
874495,12748,NY,JEFFERSONVILLE
874501,10005,NY,NEW YORK
874506,60606,IL,CHICAGO
874663,02451-1420,MA,WALTHAM
874689,19403,PA,NORRISTOWN
874691,33607,FL,TAMPA
874710,63110,MO,ST LOUIS
874716,04092-2041,ME,WESTBROOK
874734,07724,NJ,EATONTOWN
874759,76117-6200,TX,FORT WORTH
874761,22203,VA,ARLINGTON
874766,06155,CT,HARTFORD
874835,10018,NY,NEW YORK
874841,92806,CA,ANAHEIM
874964,10112,NY,NEW YORK
874977,43215,OH,COLUMBUS
874992,75225,TX,DALLAS
875045,02142,MA,CAMBRIDGE
875159,HM08,D0,HAMILTON
875186,10577,NY,PURCHASE
875320,02210,MA,BOSTON
875352,19106-2354,PA,PHILADELPHIA
875355,55416,MN,MINNEAPOLIS
875357,74172,OK,TULSA
875359,95131,CA,SAN JOSE
875570,94588-8618,CA,PLEASANTON
875582,55014,MN,CIRCLE PINES
875623,92630-8873,CA,LAKE FOREST
875657,14513,NY,NEWARK
875738,90038,CA,LOS ANGELES
875751,90040,CA,CITY OF COMMERCE
876043,55112-3923,MN,ARDEN HILLS
876167,01803,MA,BURLINGTON
876188,92614,CA,IRVINE
876378,27703,NC,DURHAM
876409,80112-3924,CO,CENTENNIAL
876427,14450,NY,FAIRPORT
876437,53202,WI,MILWAUKEE
876441,94403-1906,CA,SAN MATEO
876523,78746,TX,ROLLINGWOOD
876603,98101,WA,SEATTLE
876604,55402,MN,MINNEAPOLIS
876613,02111,MA,BOSTON
876645,76118,TX,FORT WORTH
876717,19103,PA,PHILADELPHIA
876883,10007,NY,NEW YORK
876947,35020,AL,BESSEMER
876980,02111,MA,BOSTON
876982,30309,2Q,ATLANTA
877212,60069,IL,LINCOLNSHIRE
877232,02109,MA,BOSTON
877233,85258,AZ,SCOTTSDALE
877273,90670-5515,CA,SANTA FE SPRINGS
877355,23060,VA,GLEN ALLEN
877357,01752,MA,MARLBOROUGH
877422,49518,MI,GRAND RAPIDS
877463,30309,GA,ATLANTA
877476,37027,TN,BRENTWOOD
877645,60601,IL,CHICAGO
877860,37129,TN,MURFREESBORO
877890,33309,FL,FORT  LAUDERDALE
877902,19044,PA,HORSHAM
877931,02142,MA,CAMBRIDGE
878079,17402-2406,PA,YORK
878087,33301-1923,FL,FORT LAUDERDALE
878088,10977,NY,CHESTNUT RIDGE
878092,10286,NY,NEW YORK
878180,60606,IL,CHICAGO
878198,60606,IL,CHICAGO
878200,60606,IL,CHICAGO
878201,60606,IL,CHICAGO
